,Candidate,clean_name,State,District,num_candidates_in_race,Office Type,Race Type,Primary Status,Primary Runoff Status,General Status,Primary %,Endorsements,district_identifier,district_lean,Cand_Office,Cand_Party_Affiliation,Cand_Incumbent_Challenger_Open_Seat,Total_Receipt,Total_Disbursement,Cash_On_Hand_COP,Debt_Owed_By_Committee,Individual_Itemized_Contribution,Individual_Unitemized_Contribution,Individual_Contribution,Other_Committee_Contribution,Party_Committee_Contribution,Cand_Contribution,Total_Contribution,Transfer_From_Other_Auth_Committee,Cand_Loan,Other_Loan,Total_Loan,Offsets_To_Operating_Expenditure,Offsets_To_Fundraising,Offsets_To_Leagal_Accounting,Other_Receipts,Operating_Expenditure,Exempt_Legal_Accounting_Disbursement,Fundraising_Disbursement,Transfer_To_Other_Auth_Committee,Cand_Loan_Repayment,Other_Loan_Repayment,Total_Loan_Repayment,Individual_Refund,Party_Committee_Refund,Other_Committee_Refund,Total_Contribution_Refund,Other_Disbursements,Net_Contribution,Net_Operating_Expenditure,Cash_On_Hand_BOP,Debt_Owe_To_Committee,Coverage_Start_Date,Republican?,Challenger?(else_open),received_endorsements?
461,Kathy Manning,kathy manning,NC,U.S. House North Carolina District 13,2,Representative,Regular,Advanced,None,On the Ballot,70.139999,0.0,NC-13,-38.162929999999996,H,DEM,CHALLENGER,4211689.46,4206037.12,5652.34,250000.0,2633652.65,409642.59,3043295.24,390758.19,5187.33,323550.88,3762791.64,197074.24,250000.0,0.0,250000.0,1823.58,0,0,0.0,4124073.6,0.0,0.0,0.0,0.0,0.0,0.0,18746.52,0.0,3000.0,21746.52,60217.0,3741045.12,4122250.02,0.0,0.0,11/22/2017,False,True,False
462,Ken Romley,ken romley,NC,U.S. House North Carolina District 2,3,Representative,Regular,Lost,None,None,32.299999,0.0,NC-2,25.83111,H,DEM,CHALLENGER,655818.16,655818.16,0.0,0.0,207079.17,47409.51,254488.68,0.0,0.0,5314.59,259803.27,0.0,395000.0,0.0,395000.0,1014.89,0,0,0.0,611558.53,0.0,0.0,0.0,10920.46,0.0,10920.46,33339.17,0.0,0.0,33339.17,0.0,226464.1,610543.64,0.0,0.0,07/01/2017,False,True,False
463,Linda Coleman,linda coleman,NC,U.S. House North Carolina District 2,3,Representative,Regular,Advanced,None,On the Ballot,56.0,0.0,NC-2,25.83111,H,DEM,CHALLENGER,1727747.61,1616405.72,111341.89,0.0,786215.08,585037.7,1371252.78,246524.73,3937.5,69.0,1621784.01,104063.32,1500.0,0.0,1500.0,400.28,0,0,0.0,1600267.29,0.0,0.0,0.0,1500.0,0.0,1500.0,7113.43,0.0,7000.0,14113.43,525.0,1607670.58,1599867.01,0.0,0.0,10/01/2017,False,True,False
464,Wendy May,wendy may,NC,U.S. House North Carolina District 2,3,Representative,Regular,Lost,None,None,11.7,0.0,NC-2,25.83111,H,DEM,CHALLENGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,True,False
465,Gerald Wong,gerald wong,NC,U.S. House North Carolina District 6,2,Representative,Regular,Lost,None,None,22.799999,0.0,NC-6,20.89951,H,DEM,CHALLENGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,True,False
466,Ryan Watts,ryan watts,NC,U.S. House North Carolina District 6,2,Representative,Regular,Advanced,None,On the Ballot,77.199997,11.0,NC-6,20.89951,H,DEM,CHALLENGER,340125.01,312666.41,27458.6,0.0,195483.81,118161.59,313645.4,10600.0,41.67,15462.94,339750.01,0.0,375.0,0.0,375.0,0.0,0,0,0.0,303576.41,0.0,0.0,0.0,375.0,0.0,375.0,600.0,0.0,0.0,600.0,8115.0,339150.01,303576.41,0.0,0.0,07/01/2017,False,True,True
467,Grayson Parker,grayson parker,NC,U.S. House North Carolina District 7,2,Representative,Regular,Lost,None,None,33.0,0.0,NC-7,-20.72639,H,DEM,CHALLENGER,2955.05,2939.66,16.02,0.0,210.0,245.05,455.05,0.0,0.0,2500.0,2955.05,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2939.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2955.05,2939.66,0.0,0.0,01/01/2018,False,True,False
468,Frank McNeill,frank mcneill,NC,U.S. House North Carolina District 8,3,Representative,Regular,Advanced,None,On the Ballot,56.099998,0.0,NC-8,-9.853624,H,DEM,CHALLENGER,713853.16,713853.16,0.0,0.0,549382.56,64989.58,614372.14,38115.75,0.0,0.0,652487.89,0.0,0.0,50000.0,50000.0,11365.27,0,0,0.0,654335.31,0.0,0.0,0.0,0.0,41713.89,41713.89,4077.0,0.0,8676.96,12753.96,5050.0,639733.93,642970.04,0.0,0.0,12/20/2017,False,True,False
469,Marc Tiegel,marc tiegel,NC,U.S. House North Carolina District 8,3,Representative,Regular,Lost,None,None,20.9,0.0,NC-8,-9.853624,H,DEM,CHALLENGER,52578.08,52565.68,12.4,22000.0,24163.04,6295.04,30458.08,0.0,0.0,0.0,30458.08,0.0,0.0,22000.0,22000.0,120.0,0,0,0.0,52365.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,30458.08,52245.68,0.0,0.0,01/01/2018,False,True,False
470,Scott Huffman,scott huffman,NC,U.S. House North Carolina District 8,3,Representative,Regular,Lost,None,None,23.0,0.0,NC-8,-9.853624,H,DEM,CHALLENGER,14898.22,4874.45,10023.77,1011.87,2350.0,12548.22,14898.22,0.0,0.0,0.0,14898.22,0.0,0.0,0.0,0.0,0.0,0,0,0.0,4784.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,14898.22,4784.45,0.0,0.0,12/11/2017,False,True,False
471,Aftab Pureval,aftab pureval,OH,U.S. House Ohio District 1,1,Representative,Regular,Advanced,None,On the Ballot,100.0,6.0,OH-1,-8.462405,H,DEM,CHALLENGER,4144106.29,4140079.89,4026.4,2496.0,2622134.14,857961.24,3480095.38,411861.56,5000.0,2700.0,3899656.94,176797.36,0.0,0.0,0.0,40808.74,0,0,26843.25,3844794.87,0.0,0.0,0.0,0.0,0.0,0.0,33808.57,0.0,0.0,33808.57,261476.45,3865848.37,3803986.13,0.0,0.0,01/01/2018,False,True,True
472,Robert Klepinger,robert klepinger,OH,U.S. House Ohio District 10,3,Representative,Regular,Lost,None,None,25.6,0.0,OH-10,-9.482105,H,DEM,CHALLENGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,True,False
473,Theresa Gasper,theresa gasper,OH,U.S. House Ohio District 10,3,Representative,Regular,Advanced,None,On the Ballot,67.019997,0.0,OH-10,-9.482105,H,DEM,CHALLENGER,1209688.24,1193083.52,16604.72,140000.0,656758.32,338523.69,995282.01,73900.0,0.0,0.0,1069182.01,0.0,140000.0,0.0,140000.0,506.23,0,0,0.0,1175450.76,0.0,0.0,0.0,0.0,0.0,0.0,2132.76,0.0,0.0,2132.76,15500.0,1067049.25,1174944.53,0.0,0.0,01/01/2018,False,True,False
474,Beverly Goldstein,beverly goldstein,OH,U.S. House Ohio District 11,2,Representative,Regular,Advanced,None,On the Ballot,52.55,0.0,OH-11,57.4194,H,REP,CHALLENGER,21694.0,21855.88,261.83,0.0,17715.0,3979.0,21694.0,0.0,0.0,0.0,21694.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,21855.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21694.0,21855.88,423.91,0.0,01/01/2017,True,True,False
475,Troy Balderson,troy balderson,OH,U.S. House Ohio District 12,32,Representative,Regular,Advanced,None,On the Ballot,28.72,2.0,OH-12,-11.8294,H,REP,INCUMBENT,2543070.4,2521180.88,21889.52,55200.0,1238378.6,204094.58,1442473.18,1021987.15,32500.0,0.0,2496960.33,45467.93,0.0,0.0,0.0,352.57,0,0,289.57,2509172.84,0.0,0.0,0.0,0.0,0.0,0.0,5113.04,0.0,3000.0,8113.04,3895.0,2488847.29,2508820.27,0.0,0.0,10/01/2017,True,False,True
476,Troy Balderson,troy balderson,OH,U.S. House Ohio District 12,32,Representative,Special,Advanced,None,On the Ballot,29.22,2.0,OH-12,-11.8294,H,REP,INCUMBENT,2543070.4,2521180.88,21889.52,55200.0,1238378.6,204094.58,1442473.18,1021987.15,32500.0,0.0,2496960.33,45467.93,0.0,0.0,0.0,352.57,0,0,289.57,2509172.84,0.0,0.0,0.0,0.0,0.0,0.0,5113.04,0.0,3000.0,8113.04,3895.0,2488847.29,2508820.27,0.0,0.0,10/01/2017,True,False,True
477,John Adams,john adams,OH,U.S. House Ohio District 12,32,Representative,Regular,Lost,None,None,0.91,0.0,OH-12,-11.8294,H,REP,OPEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,False,False
478,Kevin Bacon,kevin bacon,OH,U.S. House Ohio District 12,32,Representative,Regular,Lost,None,None,14.26,0.0,OH-12,-11.8294,H,REP,CHALLENGER,322796.69,322796.69,0.0,0.0,262224.84,11118.0,273342.84,33250.0,0.0,1203.85,307796.69,0.0,15000.0,0.0,15000.0,0.0,0,0,0.0,279096.69,0.0,0.0,0.0,15000.0,0.0,15000.0,28700.0,0.0,0.0,28700.0,0.0,279096.69,279096.69,0.0,0.0,01/01/2018,True,True,False
479,Kevin Bacon,kevin bacon,OH,U.S. House Ohio District 12,32,Representative,Special,Lost,None,None,14.27,0.0,OH-12,-11.8294,H,REP,CHALLENGER,322796.69,322796.69,0.0,0.0,262224.84,11118.0,273342.84,33250.0,0.0,1203.85,307796.69,0.0,15000.0,0.0,15000.0,0.0,0,0,0.0,279096.69,0.0,0.0,0.0,15000.0,0.0,15000.0,28700.0,0.0,0.0,28700.0,0.0,279096.69,279096.69,0.0,0.0,01/01/2018,True,True,False
480,Carol O'Brien,carol o'brien,OH,U.S. House Ohio District 12,32,Representative,Regular,Lost,None,None,6.48,0.0,OH-12,-11.8294,H,REP,CHALLENGER,238692.19,238692.19,0.0,0.0,122527.19,21565.0,144092.19,11500.0,0.0,0.0,155592.19,0.0,80000.0,0.0,80000.0,3100.0,0,0,0.0,225584.55,0.0,0.0,0.0,5407.64,0.0,5407.64,7700.0,0.0,0.0,7700.0,0.0,147892.19,222484.55,0.0,0.0,10/01/2017,True,True,False
481,Carol O'Brien,carol o'brien,OH,U.S. House Ohio District 12,32,Representative,Special,Lost,None,None,6.4,0.0,OH-12,-11.8294,H,REP,CHALLENGER,238692.19,238692.19,0.0,0.0,122527.19,21565.0,144092.19,11500.0,0.0,0.0,155592.19,0.0,80000.0,0.0,80000.0,3100.0,0,0,0.0,225584.55,0.0,0.0,0.0,5407.64,0.0,5407.64,7700.0,0.0,0.0,7700.0,0.0,147892.19,222484.55,0.0,0.0,10/01/2017,True,True,False
482,Tim Kane,tim kane,OH,U.S. House Ohio District 12,32,Representative,Regular,Lost,None,None,16.88,0.0,OH-12,-11.8294,H,REP,OPEN,514433.53,514433.53,0.0,243567.62,243720.0,12328.37,256048.37,13900.0,0.0,0.0,269948.37,0.0,244000.0,50.0,244050.0,0.0,0,0,435.16,463936.02,0.0,0.0,0.0,43497.51,0.0,43497.51,7000.0,0.0,0.0,7000.0,0.0,262948.37,463936.02,0.0,0.0,01/01/2018,True,False,False
483,Tim Kane,tim kane,OH,U.S. House Ohio District 12,32,Representative,Special,Lost,None,None,17.07,0.0,OH-12,-11.8294,H,REP,OPEN,514433.53,514433.53,0.0,243567.62,243720.0,12328.37,256048.37,13900.0,0.0,0.0,269948.37,0.0,244000.0,50.0,244050.0,0.0,0,0,435.16,463936.02,0.0,0.0,0.0,43497.51,0.0,43497.51,7000.0,0.0,0.0,7000.0,0.0,262948.37,463936.02,0.0,0.0,01/01/2018,True,False,False
484,Lawrence Cohen,lawrence cohen,OH,U.S. House Ohio District 12,32,Representative,Regular,Lost,None,None,1.17,0.0,OH-12,-11.8294,H,REP,OPEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,False,False
485,Lawrence Cohen,lawrence cohen,OH,U.S. House Ohio District 12,32,Representative,Special,Lost,None,None,1.17,0.0,OH-12,-11.8294,H,REP,OPEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,False,False
486,Ed Albertson,ed albertson,OH,U.S. House Ohio District 12,32,Representative,Regular,Lost,None,None,7.860000099999999,0.0,OH-12,-11.8294,H,DEM,CHALLENGER,27509.82,31997.23,2085.44,0.0,14178.19,10889.68,25067.87,0.0,0.0,2425.95,27493.82,0.0,0.0,0.0,0.0,0.0,0,0,16.0,29997.23,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27493.82,29997.23,6572.85,0.0,01/01/2017,False,True,False
487,Ed Albertson,ed albertson,OH,U.S. House Ohio District 12,32,Representative,Special,Lost,None,None,8.0799999,0.0,OH-12,-11.8294,H,DEM,CHALLENGER,27509.82,31997.23,2085.44,0.0,14178.19,10889.68,25067.87,0.0,0.0,2425.95,27493.82,0.0,0.0,0.0,0.0,0.0,0,0,16.0,29997.23,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27493.82,29997.23,6572.85,0.0,01/01/2017,False,True,False
488,Jackie Patton,jackie patton,OH,U.S. House Ohio District 12,32,Representative,Regular,Lost,None,None,14.02,0.0,OH-12,-11.8294,H,DEM,CHALLENGER,33439.54,33364.61,74.93,7998.23,25548.17,7310.0,32858.17,0.0,0.0,581.37,33439.54,0.0,0.0,0.0,0.0,0.0,0,0,0.0,33264.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,33439.54,33264.61,0.0,0.0,11/08/2016,False,True,False
489,Jackie Patton,jackie patton,OH,U.S. House Ohio District 12,32,Representative,Special,Lost,None,None,13.58,7.0,OH-12,-11.8294,H,DEM,CHALLENGER,33439.54,33364.61,74.93,7998.23,25548.17,7310.0,32858.17,0.0,0.0,581.37,33439.54,0.0,0.0,0.0,0.0,0.0,0,0,0.0,33264.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,33439.54,33264.61,0.0,0.0,11/08/2016,False,True,True
490,John Peters,john peters,OH,U.S. House Ohio District 12,32,Representative,Regular,Lost,None,None,1.49,7.0,OH-12,-11.8294,H,DEM,CHALLENGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,True,True
491,John Russell,john russell,OH,U.S. House Ohio District 12,32,Representative,Special,Lost,None,None,16.700001,0.0,OH-12,-11.8294,H,DEM,OPEN,140127.85,138941.57,1186.28,0.0,79351.87,39025.98,118377.85,0.0,0.0,21750.0,140127.85,0.0,0.0,0.0,0.0,0.0,0,0,0.0,127191.57,0.0,0.0,0.0,0.0,0.0,0.0,11750.0,0.0,0.0,11750.0,0.0,128377.85,127191.57,0.0,0.0,10/01/2017,False,False,False
492,John Russell,john russell,OH,U.S. House Ohio District 12,32,Representative,Regular,Lost,None,None,16.27,0.0,OH-12,-11.8294,H,DEM,OPEN,140127.85,138941.57,1186.28,0.0,79351.87,39025.98,118377.85,0.0,0.0,21750.0,140127.85,0.0,0.0,0.0,0.0,0.0,0,0,0.0,127191.57,0.0,0.0,0.0,0.0,0.0,0.0,11750.0,0.0,0.0,11750.0,0.0,128377.85,127191.57,0.0,0.0,10/01/2017,False,False,False
493,Zach Scott,zach scott,OH,U.S. House Ohio District 12,32,Representative,Regular,Lost,None,None,16.1,0.0,OH-12,-11.8294,H,DEM,CHALLENGER,58967.62,56654.17,313.0,22059.29,48700.0,7167.62,55867.62,3100.0,0.0,0.0,58967.62,0.0,0.0,0.0,0.0,0.0,0,0,0.0,56654.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58967.62,56654.17,0.0,0.0,10/01/2017,False,True,False
494,Zach Scott,zach scott,OH,U.S. House Ohio District 12,32,Representative,Special,Lost,None,None,16.76,0.0,OH-12,-11.8294,H,DEM,CHALLENGER,58967.62,56654.17,313.0,22059.29,48700.0,7167.62,55867.62,3100.0,0.0,0.0,58967.62,0.0,0.0,0.0,0.0,0.0,0,0,0.0,56654.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58967.62,56654.17,0.0,0.0,10/01/2017,False,True,False
495,Rick Neal,rick neal,OH,U.S. House Ohio District 15,2,Representative,Regular,Advanced,None,On the Ballot,63.540001000000004,0.0,OH-15,-18.71544,H,DEM,CHALLENGER,1328023.44,1326595.37,1428.07,275000.0,729561.91,204950.17,934512.08,72620.53,200.0,29140.83,1036473.44,4700.0,275000.0,0.0,275000.0,11850.0,0,0,0.0,1316919.08,0.0,0.0,0.0,0.0,0.0,0.0,8176.29,0.0,0.0,8176.29,1500.0,1028297.15,1305069.08,0.0,0.0,07/01/2017,False,True,False
496,Rob Jarvis,rob jarvis,OH,U.S. House Ohio District 15,2,Representative,Regular,Lost,None,None,36.459998999999996,7.0,OH-15,-18.71544,H,DEM,CHALLENGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,True,True
497,Anthony Gonzalez,anthony gonzalez,OH,U.S. House Ohio District 16,9,Representative,Regular,Advanced,None,On the Ballot,53.07,4.0,OH-16,-19.1526,H,REP,OPEN,1932525.19,1865953.47,66571.72,40000.0,1228846.93,57117.32,1285964.25,486150.0,15000.0,100000.0,1887114.25,0.0,40000.0,0.0,40000.0,5398.86,0,0,12.08,1838838.47,0.0,0.0,0.0,0.0,0.0,0.0,2585.0,0.0,4000.0,6585.0,20530.0,1880529.25,1833439.61,0.0,0.0,07/01/2017,True,False,True
498,Christina Hagan,christina hagan,OH,U.S. House Ohio District 16,9,Representative,Regular,Lost,None,None,40.78,4.0,OH-16,-19.1526,H,REP,OPEN,465139.94,464810.21,329.73,0.0,401233.64,36590.32,437823.96,7750.0,12500.0,7000.0,465073.96,0.0,0.0,0.0,0.0,0.0,0,0,65.98,360759.55,0.0,0.0,0.0,0.0,0.0,0.0,101850.66,0.0,1700.0,103550.66,500.0,361523.3,360759.55,0.0,0.0,04/01/2017,True,False,True
499,Grant Goodrich,grant goodrich,OH,U.S. House Ohio District 16,9,Representative,Regular,Lost,None,None,28.059998999999998,2.0,OH-16,-19.1526,H,DEM,OPEN,185147.02,242015.04,0.0,24082.16,102781.58,38997.82,141779.4,3250.0,0.0,115.0,145144.4,0.0,30000.0,10000.0,40000.0,2.62,0,0,0.0,204179.36,0.0,0.0,0.0,1835.68,0.0,1835.68,36000.0,0.0,0.0,36000.0,0.0,109144.4,204176.74,0.0,0.0,01/01/2018,False,False,True
500,John Wilson,john wilson,OH,U.S. House Ohio District 16,9,Representative,Regular,Lost,None,None,4.48,0.0,OH-16,-19.1526,H,DEM,OPEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False
501,Mark Dent,mark dent,OH,U.S. House Ohio District 16,9,Representative,Regular,Lost,None,None,9.380000099999998,0.0,OH-16,-19.1526,H,DEM,OPEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False
502,Susan Moran Palmer,susan moran palmer,OH,U.S. House Ohio District 16,9,Representative,Regular,Advanced,None,On the Ballot,34.630001,0.0,OH-16,-19.1526,H,DEM,OPEN,473098.14,473098.14,0.0,31721.76,176589.09,134859.66,311448.75,14705.05,0.0,9866.86,336020.66,0.0,137000.0,0.0,137000.0,77.48,0,0,0.0,367202.24,0.0,0.0,0.0,105278.24,0.0,105278.24,467.66,0.0,0.0,467.66,150.0,335553.0,367124.76,0.0,0.0,01/01/2018,False,False,False
503,TJ Mulloy,tj mulloy,OH,U.S. House Ohio District 16,9,Representative,Regular,Lost,None,None,15.54,0.0,OH-16,-19.1526,H,DEM,OPEN,33171.3,33171.3,0.0,0.0,6090.44,9800.86,15891.3,8280.0,0.0,0.0,24171.3,0.0,9000.0,0.0,9000.0,0.0,0,0,0.0,32220.14,0.0,0.0,0.0,951.16,0.0,951.16,0.0,0.0,0.0,0.0,0.0,24171.3,32220.14,0.0,0.0,12/01/2017,False,False,False
504,Janet Everhard,janet everhard,OH,U.S. House Ohio District 2,3,Representative,Regular,Lost,None,None,34.400002,0.0,OH-2,-17.94141,H,DEM,CHALLENGER,57777.75,54766.6,3061.15,0.0,14782.0,14423.37,29205.37,500.0,0.0,28072.38,57777.75,0.0,0.0,0.0,0.0,0.0,0,0,0.0,54766.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57777.75,54766.6,50.0,0.0,01/01/2017,False,True,False
505,Jill Schiller,jill schiller,OH,U.S. House Ohio District 2,3,Representative,Regular,Advanced,None,On the Ballot,54.200001,0.0,OH-2,-17.94141,H,DEM,CHALLENGER,606159.38,585262.38,20897.0,25000.0,411088.0,119980.37,531068.37,33700.0,0.0,1238.68,566007.05,14067.96,25000.0,0.0,25000.0,84.37,0,0,1000.0,585135.1,0.0,0.0,0.0,0.0,0.0,0.0,127.28,0.0,0.0,127.28,0.0,565879.77,585050.73,0.0,0.0,12/05/2017,False,True,False
506,Abdulkadir Haji,abdulkadir haji,OH,U.S. House Ohio District 3,2,Representative,Regular,Lost,None,None,6.9,0.0,OH-3,36.400529999999996,H,REP,CHALLENGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,False
507,Cody James Slatzer-Rose,cody james slatzer-rose,OH,U.S. House Ohio District 4,2,Representative,Regular,Lost,None,None,16.15,0.0,OH-4,-39.24087,H,DEM,CHALLENGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,True,False
508,John Michael Galbraith,john michael galbraith,OH,U.S. House Ohio District 5,2,Representative,Regular,Advanced,None,On the Ballot,73.199997,0.0,OH-5,-29.10231,H,DEM,CHALLENGER,212609.78,211954.48,792.48,0.0,139431.55,60561.83,199993.38,6465.0,2625.0,0.0,209083.38,0.0,0.0,0.0,0.0,0.0,0,0,3526.4,211954.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209083.38,211954.48,0.0,0.0,03/22/2017,False,True,False
509,Shawna Roberts,shawna roberts,OH,U.S. House Ohio District 6,2,Representative,Regular,Advanced,None,On the Ballot,74.5,0.0,OH-6,-48.76597,H,DEM,CHALLENGER,23027.73,28070.47,4644.5,0.0,11107.76,9273.79,20381.55,300.0,1050.0,0.0,21731.55,601.18,0.0,0.0,0.0,695.0,0,0,0.0,27439.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.65,21731.55,26744.82,0.0,0.0,01/01/2018,False,True,False
510,Werner Lange,werner lange,OH,U.S. House Ohio District 6,2,Representative,Regular,Lost,None,None,25.5,2.0,OH-6,-48.76597,H,DEM,CHALLENGER,797.0,755.0,191.0,0.0,97.0,0.0,0.0,0.0,0.0,700.0,797.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,797.0,755.0,149.0,0.0,04/10/2018,False,True,True
511,Patrick Pikus,patrick pikus,OH,U.S. House Ohio District 7,2,Representative,Regular,Lost,None,None,19.799999,0.0,OH-7,-35.3924,H,DEM,CHALLENGER,5525.0,4529.38,995.62,0.0,4500.0,1025.0,5525.0,0.0,0.0,0.0,5525.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,4529.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5525.0,4529.38,0.0,0.0,01/01/2018,False,True,False
512,Bill Ebben,bill ebben,OH,U.S. House Ohio District 8,4,Representative,Regular,Lost,None,None,12.18,2.0,OH-8,-37.91607,H,DEM,CHALLENGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,True,True
513,Vanessa Enoch,vanessa enoch,OH,U.S. House Ohio District 8,4,Representative,Regular,Advanced,None,On the Ballot,57.91,0.0,OH-8,-37.91607,H,DEM,CHALLENGER,64238.3,52184.14,9740.64,0.0,35075.69,25207.41,60283.1,1710.67,1550.0,0.0,63543.77,0.0,0.0,0.0,0.0,694.23,0,0,0.3,50827.14,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,1000.0,357.0,62543.77,50132.91,0.0,0.0,01/01/2018,False,True,False
514,Keith Colton,keith colton,OH,U.S. House Ohio District 9,3,Representative,Regular,Lost,None,None,29.86,0.0,OH-9,15.990689999999999,H,REP,CHALLENGER,7000.0,6888.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,2000.0,0.0,2000.0,0.0,0,0,0.0,6888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,01/01/2018,True,True,False
515,W. Benjamin Franklin,benjamin franklin,OH,U.S. House Ohio District 9,3,Representative,Regular,Lost,None,None,20.7,0.0,OH-9,15.990689999999999,H,REP,CHALLENGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,False
