,Candidate,clean_name,State,District,num_candidates_in_race,Office Type,Race Type,Primary Status,Primary Runoff Status,General Status,Primary %,Endorsements,district_identifier,district_lean,Cand_Office,Cand_Party_Affiliation,Cand_Incumbent_Challenger_Open_Seat,Total_Receipt,Total_Disbursement,Cash_On_Hand_COP,Debt_Owed_By_Committee,Individual_Itemized_Contribution,Individual_Unitemized_Contribution,Individual_Contribution,Other_Committee_Contribution,Party_Committee_Contribution,Cand_Contribution,Total_Contribution,Transfer_From_Other_Auth_Committee,Cand_Loan,Other_Loan,Total_Loan,Offsets_To_Operating_Expenditure,Offsets_To_Fundraising,Offsets_To_Leagal_Accounting,Other_Receipts,Operating_Expenditure,Exempt_Legal_Accounting_Disbursement,Fundraising_Disbursement,Transfer_To_Other_Auth_Committee,Cand_Loan_Repayment,Other_Loan_Repayment,Total_Loan_Repayment,Individual_Refund,Party_Committee_Refund,Other_Committee_Refund,Total_Contribution_Refund,Other_Disbursements,Net_Contribution,Net_Operating_Expenditure,Cash_On_Hand_BOP,Debt_Owe_To_Committee,Coverage_Start_Date,Republican?,Challenger?(else_open),received_endorsements?
408,Janice Arnold-Jones,janice arnold-jones,NM,U.S. House New Mexico District 1,7,Representative,Regular,Advanced,None,On the Ballot,100.0,0.0,NM-1,17.95034,H,REP,OPEN,319022.65,319022.65,0.0,0.0,226674.07,68055.36,294729.43,20000.0,50.0,3596.6,318376.03,0.0,510.0,0.0,510.0,136.62,0,0,0.0,316183.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1339.28,316876.03,316046.75,0.0,0.0,05/01/2017,True,False,False
409,Damian Lara,damian lara,NM,U.S. House New Mexico District 1,7,Representative,Regular,Lost,None,None,3.29,0.0,NM-1,17.95034,H,DEM,OPEN,477889.7,477889.7,0.0,0.0,81796.68,50661.35,132458.03,0.0,0.0,12135.88,144593.91,0.0,332500.0,0.0,332500.0,795.79,0,0,0.0,472472.85,0.0,0.0,0.0,2154.85,0.0,2154.85,3262.0,0.0,0.0,3262.0,0.0,141331.91,471677.06,0.0,0.0,05/30/2017,False,False,False
410,Damon Martinez,damon martinez,NM,U.S. House New Mexico District 1,7,Representative,Regular,Lost,None,None,25.809998999999998,0.0,NM-1,17.95034,H,DEM,OPEN,757679.56,756604.88,974.68,183400.0,483622.35,64737.89,548360.24,13600.0,0.0,4087.59,566047.83,0.0,183400.0,0.0,183400.0,8231.73,0,0,0.0,706728.13,0.0,0.0,0.0,0.0,0.0,0.0,47412.56,0.0,0.0,47412.56,2464.19,518635.27,698496.4,0.0,0.0,07/01/2017,False,False,False
411,Debra Haaland,debra haaland,NM,U.S. House New Mexico District 1,7,Representative,Regular,Advanced,None,On the Ballot,40.59,0.0,NM-1,17.95034,H,DEM,OPEN,2207240.87,2187367.02,19873.85,43520.78,1412844.81,394870.94,1807715.75,351515.27,0.0,3005.0,2162236.02,42840.82,0.0,0.0,0.0,1936.02,0,0,228.01,1853685.68,0.0,0.0,0.0,0.0,0.0,0.0,14960.34,0.0,100.0,15060.34,318621.0,2147175.68,1851749.66,0.0,0.0,04/01/2017,False,False,False
412,Patrick Davis,patrick davis,NM,U.S. House New Mexico District 1,7,Representative,Regular,Lost,None,None,3.8,0.0,NM-1,17.95034,H,DEM,OPEN,393987.79,386403.49,4632.56,0.0,279756.37,100931.22,380687.59,3300.2,0.0,0.0,383987.79,0.0,0.0,10000.0,10000.0,0.0,0,0,0.0,372580.46,0.0,0.0,0.0,0.0,10000.0,10000.0,8075.12,0.0,0.0,8075.12,-4252.09,375912.67,372580.46,0.0,0.0,04/01/2017,False,False,False
413,Paul Moya,paul moya,NM,U.S. House New Mexico District 1,7,Representative,Regular,Lost,None,None,5.8899999,0.0,NM-1,17.95034,H,DEM,OPEN,212632.86,211116.42,1516.44,76546.89,67245.0,10135.26,77380.26,0.0,0.0,25252.21,102632.47,0.0,110000.0,0.0,110000.0,0.0,0,0,0.39,168436.42,0.0,0.0,0.0,35000.0,0.0,35000.0,7680.0,0.0,0.0,7680.0,0.0,94952.47,168436.42,0.0,0.0,10/01/2017,False,False,False
414,Monty Newman,monty newman,NM,U.S. House New Mexico District 2,6,Representative,Regular,Lost,None,None,32.03,1.0,NM-2,-14.03309,H,REP,OPEN,886783.38,886783.38,0.0,0.0,678261.78,11227.1,689488.88,32200.0,0.0,25094.5,746783.38,0.0,140000.0,0.0,140000.0,0.0,0,0,0.0,740282.38,0.0,0.0,0.0,0.0,0.0,0.0,146501.0,0.0,0.0,146501.0,0.0,600282.38,740282.38,0.0,0.0,09/01/2017,True,False,True
415,Gavin Clarkson,gavin clarkson,NM,U.S. House New Mexico District 2,6,Representative,Regular,Lost,None,None,12.42,0.0,NM-2,-14.03309,H,REP,OPEN,182336.0,182336.44,0.0,0.0,163915.0,4271.0,168186.0,4050.0,0.0,0.0,172236.0,0.0,10100.0,0.0,10100.0,0.0,0,0,0.0,133886.44,0.0,0.0,0.0,10100.0,0.0,10100.0,27800.0,0.0,50.0,27850.0,10500.0,144386.0,133886.44,0.0,0.0,01/01/2018,True,False,False
416,Clayburn Griffin,clayburn griffin,NM,U.S. House New Mexico District 2,6,Representative,Regular,Lost,None,None,6.55,0.0,NM-2,-14.03309,H,REP,OPEN,11684.73,11684.73,0.0,0.0,637.25,2990.0,3627.25,0.0,0.0,4695.05,8322.3,0.0,2527.78,834.65,3362.43,0.0,0,0,0.0,8322.3,0.0,0.0,0.0,2527.78,834.65,3362.43,0.0,0.0,0.0,0.0,0.0,8322.3,8322.3,0.0,0.0,01/01/2018,True,False,False
417,Jerald Steve McFall,jerald steve mcfall,NM,U.S. House New Mexico District 3,1,Representative,Regular,Advanced,None,On the Ballot,100.0,0.0,NM-3,14.02391,H,REP,CHALLENGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,False
418,David Pechefsky,david pechefsky,NY,U.S. House New York District 1,5,Representative,Regular,Lost,None,None,11.9,0.0,NY-1,-9.633386999999999,H,DEM,CHALLENGER,303457.9,303415.63,42.27,60000.0,149640.0,36026.68,185666.68,3250.0,0.0,14000.0,202916.68,0.0,100000.0,0.0,100000.0,541.22,0,0,0.0,260715.63,0.0,0.0,0.0,40000.0,0.0,40000.0,2700.0,0.0,0.0,2700.0,0.0,200216.68,260174.41,0.0,0.0,07/01/2017,False,True,False
419,Kate Browning,kate browning,NY,U.S. House New York District 1,5,Representative,Regular,Lost,None,None,30.32,5.0,NY-1,-9.633386999999999,H,DEM,CHALLENGER,580578.79,580578.79,0.0,0.0,379209.0,72693.01,451902.01,73546.29,0.0,0.0,525448.3,54370.66,0.0,0.0,0.0,759.83,0,0,0.0,527780.3,0.0,0.0,0.0,0.0,0.0,0.0,43013.31,0.0,5000.0,48013.31,4785.18,477434.99,527020.47,0.0,0.0,10/12/2017,False,True,True
420,Perry Gershon,perry gershon,NY,U.S. House New York District 1,5,Representative,Regular,Advanced,None,On the Ballot,35.450001,0.0,NY-1,-9.633386999999999,H,DEM,CHALLENGER,5075781.84,5075628.25,153.59,250000.0,2235424.5,363526.16,2598950.66,171942.62,0.0,580996.63,3351889.91,290487.85,1400000.0,0.0,1400000.0,33404.08,0,0,0.0,5038220.77,0.0,0.0,0.0,0.0,0.0,0.0,23717.19,0.0,1300.0,25017.19,12390.29,3326872.72,5004816.69,0.0,0.0,07/01/2017,False,True,False
421,Vivian Viloria-Fisher,vivian viloria-fisher,NY,U.S. House New York District 1,5,Representative,Regular,Lost,None,None,16.26,0.0,NY-1,-9.633386999999999,H,DEM,CHALLENGER,281511.39,281511.39,0.0,0.0,52193.23,42601.84,94795.07,1500.0,0.0,10891.3,107186.37,0.0,154325.0,20000.0,174325.0,0.0,0,0,0.02,165157.41,0.0,0.0,0.0,95941.94,20000.0,115941.94,412.04,0.0,0.0,412.04,0.0,106774.33,165157.41,0.0,0.0,04/01/2017,False,True,False
422,Naomi Levin,naomi levin,NY,U.S. House New York District 10,1,Representative,Regular,Advanced,None,On the Ballot,100.0,0.0,NY-10,52.56115,H,REP,CHALLENGER,82474.0,79218.12,3255.88,1850.49,67467.0,13147.0,80614.0,1000.0,0.0,860.0,82474.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,78983.12,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,35.0,235.0,0.0,82239.0,78983.12,0.0,0.0,01/01/2018,True,True,False
423,Max Rose,max rose,NY,U.S. House New York District 11,6,Representative,Regular,Advanced,None,On the Ballot,62.650002,2.0,NY-11,-13.072989999999999,H,DEM,CHALLENGER,4679140.33,4441148.2,237992.13,173674.53,3222119.24,532814.03,3754933.27,303844.72,4806.9,537.6,4064122.49,594703.52,0.0,0.0,0.0,20314.32,0,0,0.0,4167218.84,0.0,0.0,0.0,0.0,0.0,0.0,20115.67,0.0,5200.0,25315.67,248613.69,4038806.82,4146904.52,0.0,0.0,07/01/2017,False,True,True
424,Omar Vaid,omar vaid,NY,U.S. House New York District 11,6,Representative,Regular,Lost,None,None,8.430000300000001,0.0,NY-11,-13.072989999999999,H,DEM,CHALLENGER,213183.75,211292.1,798.11,111531.68,30247.81,70154.26,100402.07,1250.0,0.0,0.0,101652.07,0.0,111531.68,0.0,111531.68,0.0,0,0,0.0,210205.74,0.0,0.0,0.0,0.0,0.0,0.0,1036.36,0.0,0.0,1036.36,50.0,100615.71,210205.74,0.0,0.0,04/01/2017,False,True,False
425,Paul Sperling,paul sperling,NY,U.S. House New York District 11,6,Representative,Regular,Lost,None,None,2.29,0.0,NY-11,-13.072989999999999,H,DEM,CHALLENGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,True,False
426,Radhakrishna Mohan,radhakrishna mohan,NY,U.S. House New York District 11,6,Representative,Regular,Lost,None,None,3.78,0.0,NY-11,-13.072989999999999,H,DEM,CHALLENGER,118663.12,116733.79,2029.33,83395.0,29768.0,5500.12,35268.12,0.0,0.0,0.0,35268.12,0.0,83395.0,0.0,83395.0,0.0,0,0,0.0,116733.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35268.12,116733.79,0.0,0.0,10/01/2017,False,True,False
427,Zach Emig,zach emig,NY,U.S. House New York District 11,6,Representative,Regular,Lost,None,None,1.26,0.0,NY-11,-13.072989999999999,H,DEM,CHALLENGER,49985.9,49985.9,0.0,0.0,6016.9,873.99,6890.89,0.0,0.0,29095.01,35985.9,0.0,14000.0,0.0,14000.0,0.0,0,0,0.0,49985.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35985.9,49985.9,0.0,0.0,03/22/2017,False,True,False
428,Eliot Rabin,eliot rabin,NY,U.S. House New York District 12,1,Representative,Regular,Advanced,None,On the Ballot,100.0,0.0,NY-12,66.70065,H,REP,CHALLENGER,35701.57,35435.16,296.41,552.92,8581.46,1731.4,10312.86,0.0,772.22,24358.36,35443.44,0.0,0.0,0.0,0.0,78.13,0,0,180.0,32966.88,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,2000.0,468.28,33443.44,32888.75,30.0,0.0,06/15/2018,True,True,False
429,Anthony Pappas,anthony pappas,NY,U.S. House New York District 14,1,Representative,Regular,Advanced,None,On the Ballot,100.0,0.0,NY-14,48.14235,H,REP,CHALLENGER,8161.0,2500.0,5662.0,0.0,1935.0,6226.0,1935.0,0.0,0.0,0.0,8161.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8161.0,2500.0,0.0,0.0,07/15/2018,True,True,False
430,Jason Gonzalez,jason gonzalez,NY,U.S. House New York District 15,1,Representative,Regular,Advanced,None,On the Ballot,100.0,0.0,NY-15,75.78387,H,REP,CHALLENGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,False
431,James O'Donnell,james o'donnell,NY,U.S. House New York District 18,1,Representative,Regular,Advanced,None,On the Ballot,100.0,1.0,NY-18,-0.0875196,H,REP,CHALLENGER,376821.0,281216.14,95604.86,50100.0,287551.0,220.0,287771.0,5000.0,29100.0,0.0,321871.0,0.0,50100.0,0.0,50100.0,4850.0,0,0,0.0,272066.14,0.0,0.0,0.0,0.0,0.0,0.0,9150.0,0.0,0.0,9150.0,0.0,312721.0,267216.14,0.0,0.0,01/01/2018,True,True,True
432,Antonio Delgado,antonio delgado,NY,U.S. House New York District 19,7,Representative,Regular,Advanced,None,On the Ballot,21.99,5.0,NY-19,-4.0617529999999995,H,DEM,CHALLENGER,9244751.44,9166151.0,78600.44,0.0,6733489.58,1410333.56,8143823.14,466936.19,6175.0,0.0,8616934.33,617554.01,0.0,0.0,0.0,10263.1,0,0,0.0,8991169.28,0.0,0.0,0.0,0.0,0.0,0.0,90824.72,0.0,0.0,90824.72,84157.0,8526109.61,8980906.18,0.0,0.0,01/01/2017,False,True,True
433,Brian Flynn,brian flynn,NY,U.S. House New York District 19,7,Representative,Regular,Lost,None,None,13.18,0.0,NY-19,-4.0617529999999995,H,DEM,CHALLENGER,1757503.37,1754001.82,3501.55,906262.2,731883.29,76869.45,808752.74,5000.0,1175.0,35400.0,850327.74,0.0,906262.2,0.0,906262.2,913.43,0,0,0.0,1559464.78,0.0,0.0,0.0,0.0,0.0,0.0,188037.04,0.0,0.0,188037.04,6500.0,662290.7,1558551.35,0.0,0.0,01/01/2017,False,True,False
434,David Clegg,david clegg,NY,U.S. House New York District 19,7,Representative,Regular,Lost,None,None,11.08,0.0,NY-19,-4.0617529999999995,H,DEM,CHALLENGER,793292.76,767248.34,12943.22,125400.0,194390.33,54875.17,249265.5,115.0,0.0,35912.26,285292.76,0.0,508000.0,0.0,508000.0,0.0,0,0,0.0,356700.31,0.0,0.0,0.0,382600.0,0.0,382600.0,27889.0,0.0,0.0,27889.0,59.03,257403.76,356700.31,0.0,0.0,07/01/2017,False,True,False
435,Erin Collier,erin collier,NY,U.S. House New York District 19,7,Representative,Regular,Lost,None,None,4.8600001,0.0,NY-19,-4.0617529999999995,H,DEM,CHALLENGER,211153.96,211153.96,0.0,0.0,124658.0,74172.05,198830.05,10750.0,0.0,1402.37,210982.42,0.0,0.0,0.0,0.0,171.54,0,0,0.0,207903.96,0.0,0.0,0.0,0.0,0.0,0.0,3250.0,0.0,0.0,3250.0,0.0,207732.42,207732.42,0.0,0.0,01/01/2018,False,True,False
436,DuWayne Gregory,duwayne gregory,NY,U.S. House New York District 2,2,Representative,Regular,Lost,None,None,41.639998999999996,0.0,NY-2,-8.47532,H,DEM,CHALLENGER,168557.32,171994.49,0.0,0.0,113730.0,34496.16,148226.16,20241.16,0.0,0.0,168467.32,0.0,0.0,0.0,0.0,90.0,0,0,0.0,171994.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168467.32,171904.49,3437.17,0.0,01/01/2017,False,True,False
437,Dylan Ratigan,dylan ratigan,NY,U.S. House New York District 21,5,Representative,Regular,Lost,None,None,11.91,0.0,NY-21,-14.33305,H,DEM,CHALLENGER,198480.76,198480.76,0.0,0.0,142910.0,46873.66,189783.66,7800.0,0.0,158.53,197742.19,0.0,0.0,0.0,0.0,738.57,0,0,0.0,165727.76,0.0,0.0,0.0,0.0,0.0,0.0,32453.0,0.0,300.0,32753.0,0.0,164989.19,164989.19,0.0,0.0,01/01/2018,False,True,False
438,Emily Martz,emily martz,NY,U.S. House New York District 21,5,Representative,Regular,Lost,None,None,10.37,0.0,NY-21,-14.33305,H,DEM,CHALLENGER,250823.86,250642.49,181.37,0.0,151084.92,73048.95,224133.87,250.0,0.0,13280.63,237664.5,0.0,13000.0,0.0,13000.0,159.36,0,0,0.0,238068.74,0.0,0.0,0.0,4979.75,1000.0,5979.75,6594.0,0.0,0.0,6594.0,0.0,231070.5,237909.38,0.0,0.0,07/01/2017,False,True,False
439,Katie Wilson,katie wilson,NY,U.S. House New York District 21,5,Representative,Regular,Lost,None,None,11.68,0.0,NY-21,-14.33305,H,DEM,CHALLENGER,265858.31,265858.31,0.0,0.0,204410.35,61197.3,265607.65,50.0,0.0,193.66,265851.31,0.0,0.0,0.0,0.0,7.0,0,0,0.0,264987.54,0.0,0.0,0.0,0.0,0.0,0.0,870.77,0.0,0.0,870.77,0.0,264980.54,264980.54,0.0,0.0,06/27/2017,False,True,False
440,Patrick Nelson,patrick nelson,NY,U.S. House New York District 21,5,Representative,Regular,Lost,None,None,9.119999900000002,1.0,NY-21,-14.33305,H,DEM,CHALLENGER,72216.49,72121.93,94.56,3100.0,28084.4,39948.53,68032.93,329.76,50.0,518.8,68931.49,0.0,3100.0,0.0,3100.0,0.0,0,0,185.0,70461.93,0.0,0.0,0.0,0.0,0.0,0.0,521.0,0.0,0.0,521.0,1139.0,68410.49,70461.93,0.0,0.0,01/01/2017,False,True,True
441,Anthony Brindisi,anthony brindisi,NY,U.S. House New York District 22,1,Representative,Regular,Advanced,None,On the Ballot,100.0,1.0,NY-22,-15.57915,H,DEM,CHALLENGER,4641923.14,4637060.53,4862.61,27500.0,2548105.35,1008545.05,3556650.4,777632.35,10000.0,0.0,4344282.75,297023.91,0.0,0.0,0.0,616.48,0,0,0.0,4601138.51,0.0,0.0,0.0,0.0,0.0,0.0,25839.01,0.0,2583.01,28422.02,7500.0,4315860.73,4600522.03,0.0,0.0,06/28/2017,False,True,True
442,Ian Golden,ian golden,NY,U.S. House New York District 23,5,Representative,Regular,Lost,None,None,13.44,1.0,NY-23,-15.243089999999999,H,DEM,CHALLENGER,120649.3,119774.59,-24440.88,0.0,58712.15,56813.15,115525.3,252.39,0.0,3702.47,119480.16,0.0,0.0,0.0,0.0,1169.14,0,0,0.0,116844.59,0.0,0.0,0.0,0.0,0.0,0.0,2780.0,0.0,0.0,2780.0,150.0,116700.16,115675.45,0.0,0.0,07/01/2017,False,True,True
443,Linda Andrei,linda andrei,NY,U.S. House New York District 23,5,Representative,Regular,Lost,None,None,15.33,0.0,NY-23,-15.243089999999999,H,DEM,CHALLENGER,283984.38,283974.38,0.0,0.0,89805.0,23024.96,112829.96,1100.0,0.0,10.0,113939.96,0.0,170000.0,0.0,170000.0,44.42,0,0,0.0,267705.49,0.0,0.0,0.0,3148.89,0.0,3148.89,13120.0,0.0,0.0,13120.0,0.0,100819.96,267661.07,0.0,0.0,12/14/2017,False,True,False
444,Tracy Mitrano,tracy mitrano,NY,U.S. House New York District 23,5,Representative,Regular,Advanced,None,On the Ballot,32.299999,0.0,NY-23,-15.243089999999999,H,DEM,CHALLENGER,1775877.64,1756495.37,19382.27,0.0,1207381.65,511101.23,1718482.88,43105.04,0.0,0.0,1761587.92,884.88,0.0,12500.0,12500.0,904.84,0,0,0.0,1737437.68,0.0,0.0,0.0,0.0,12500.0,12500.0,6557.69,0.0,0.0,6557.69,0.0,1755030.23,1736532.84,0.0,0.0,07/01/2017,False,True,False
445,Dana Balter,dana balter,NY,U.S. House New York District 24,2,Representative,Regular,Advanced,None,On the Ballot,62.380001,2.0,NY-24,4.4950470000000005,H,DEM,CHALLENGER,2735634.41,2711648.99,23985.42,0.0,1734995.34,612961.04,2347956.38,213920.92,0.0,0.0,2561877.3,170757.11,0.0,0.0,0.0,3000.0,0,0,0.0,2400532.3,0.0,0.0,0.0,0.0,0.0,0.0,21016.69,0.0,400.0,21416.69,289700.0,2540460.61,2397532.3,0.0,0.0,07/01/2017,False,True,True
446,Adam McFadden,adam mcfadden,NY,U.S. House New York District 25,5,Representative,Regular,Lost,None,None,17.450001,0.0,NY-25,17.56731,H,DEM,OPEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False
447,Joseph Morelle,joseph morelle,NY,U.S. House New York District 25,5,Representative,Regular,Advanced,None,On the Ballot,45.290001000000004,0.0,NY-25,17.56731,H,DEM,OPEN,1896368.05,1837132.63,59235.42,169609.89,930719.45,91752.53,1022471.98,863575.0,0.0,0.0,1886046.98,3750.54,0.0,0.0,0.0,6570.53,0,0,0.0,1827526.79,0.0,0.0,0.0,0.0,0.0,0.0,4605.84,0.0,5000.0,9605.84,0.0,1876441.14,1820956.26,0.0,0.0,03/31/2018,False,False,False
448,Rachel Barnhart,rachel barnhart,NY,U.S. House New York District 25,5,Representative,Regular,Lost,None,None,19.77,4.0,NY-25,17.56731,H,DEM,OPEN,34613.05,24686.73,9926.32,0.0,25753.48,7753.0,33506.48,1000.0,0.0,5.0,34511.48,101.57,0.0,0.0,0.0,0.0,0,0,0.0,22146.73,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2520.0,34511.48,22146.73,0.0,0.0,04/01/2018,False,False,True
449,Robin Wilt,robin wilt,NY,U.S. House New York District 25,5,Representative,Regular,Lost,None,None,17.35,0.0,NY-25,17.56731,H,DEM,OPEN,76689.84,76304.53,385.31,10000.0,15339.26,17360.2,32699.46,0.0,0.0,33990.38,66689.84,0.0,10000.0,0.0,10000.0,0.0,0,0,0.0,76304.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66689.84,76304.53,0.0,0.0,01/01/2018,False,False,False
450,Dan DeBono,dan debono,NY,U.S. House New York District 3,1,Representative,Regular,Advanced,None,On the Ballot,100.0,1.0,NY-3,6.22808,H,REP,CHALLENGER,454278.18,454227.34,50.84,1000.0,365153.0,46607.79,411760.79,9500.0,0.0,32000.0,453260.79,0.0,0.0,0.0,0.0,1017.39,0,0,0.0,454227.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453260.79,453209.95,0.0,0.0,07/01/2017,True,True,True
451,Ameer Benno,ameer benno,NY,U.S. House New York District 4,1,Representative,Regular,Advanced,None,On the Ballot,100.0,0.0,NY-4,8.59788,H,REP,CHALLENGER,50169.0,50315.21,0.0,0.0,24905.0,4964.0,29869.0,0.0,0.0,300.0,30169.0,0.0,20000.0,0.0,20000.0,0.0,0,0,0.0,50315.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30169.0,50315.21,0.0,0.0,04/01/2018,True,True,False
452,Lutchi Gayot,lutchi gayot,NY,U.S. House New York District 9,1,Representative,Regular,Advanced,None,On the Ballot,100.0,0.0,NY-9,62.63935,H,REP,CHALLENGER,3875.0,3609.13,265.87,3400.0,250.0,225.0,475.0,0.0,0.0,0.0,475.0,0.0,3400.0,0.0,3400.0,0.0,0,0,0.0,3609.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.0,3609.13,0.0,0.0,01/01/2018,True,True,False
453,Roger Allison,roger allison,NC,U.S. House North Carolina District 1,1,Representative,Regular,Advanced,None,On the Ballot,100.0,0.0,NC-1,6.960443,H,REP,CHALLENGER,30384.46,30384.46,0.0,15741.37,16555.3,11754.16,28309.46,550.0,880.0,145.0,29884.46,0.0,0.0,0.0,0.0,500.0,0,0,0.0,30259.46,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,125.0,0.0,29759.46,29759.46,0.0,0.0,01/01/2018,True,True,False
454,Phillip Price,phillip price,NC,U.S. House North Carolina District 11,3,Representative,Regular,Advanced,None,On the Ballot,40.59,0.0,NC-11,-16.325020000000002,H,DEM,CHALLENGER,237942.85,232876.94,5065.91,0.0,115632.79,105967.03,221599.82,5382.0,10361.03,0.0,237342.85,0.0,600.0,0.0,600.0,0.0,0,0,0.0,232176.94,0.0,0.0,0.0,600.0,0.0,600.0,100.0,0.0,0.0,100.0,0.0,237242.85,232176.94,0.0,0.0,04/26/2017,False,True,False
455,Scott Donaldson,scott donaldson,NC,U.S. House North Carolina District 11,3,Representative,Regular,Lost,None,None,28.27,0.0,NC-11,-16.325020000000002,H,DEM,CHALLENGER,63006.0,63005.68,0.0,3000.0,39635.0,20270.0,59905.0,0.0,0.0,101.0,60006.0,0.0,3000.0,0.0,3000.0,0.0,0,0,0.0,63005.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60006.0,63005.68,0.0,0.0,10/01/2017,False,True,False
456,Steve Woodsmall,steve woodsmall,NC,U.S. House North Carolina District 11,3,Representative,Regular,Lost,None,None,31.139999,0.0,NC-11,-16.325020000000002,H,DEM,CHALLENGER,13478.34,16156.71,-2578.37,0.0,7700.0,4336.23,12036.23,0.0,0.0,1442.11,13478.34,0.0,0.0,0.0,0.0,0.0,0,0,0.0,16156.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13478.34,16156.71,100.0,0.0,01/01/2018,False,True,False
457,Paul Wright,paul wright,NC,U.S. House North Carolina District 12,3,Representative,Regular,Advanced,None,On the Ballot,43.21,0.0,NC-12,37.82054,H,REP,CHALLENGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,False
458,Paul Bonham,paul bonham,NC,U.S. House North Carolina District 12,3,Representative,Regular,Lost,None,None,31.51,0.0,NC-12,37.82054,H,REP,CHALLENGER,9034.0,9034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9034.0,9034.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,9034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9034.0,0.0,0.0,07/01/2017,True,True,False
459,Carl Persson,carl persson,NC,U.S. House North Carolina District 12,3,Representative,Regular,Lost,None,None,25.29,0.0,NC-12,37.82054,H,REP,CHALLENGER,4270.0,3914.43,355.57,3700.0,300.0,270.0,570.0,0.0,0.0,0.0,570.0,0.0,3700.0,0.0,3700.0,0.0,0,0,0.0,3914.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.0,3914.43,0.0,0.0,01/01/2018,True,True,False
460,Adam Coker,adam coker,NC,U.S. House North Carolina District 13,2,Representative,Regular,Lost,None,None,29.860001,0.0,NC-13,-38.162929999999996,H,DEM,CHALLENGER,71637.95,72022.4,-1646.88,12817.92,48880.0,21210.5,70090.5,100.0,0.0,0.0,70190.5,0.0,1447.45,0.0,1447.45,0.0,0,0,0.0,71472.4,0.0,0.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70190.5,71472.4,-1262.43,0.0,01/01/2017,False,True,False
